19,28,54.48982494,0
17,9,49.84931475,0
8,42,49.57599547,0
8,50,50.04026027,0
6,9,61.5437326,0
1,1,52.204709,0
9,26,48.83351279,0
1,12,57.39706274,0
12,50,56.40032746,0
10,27,51.50674585,0
20,32,54.8377261,0
6,42,40.7044132,0
15,29,58.39362925,0
25,37,48.28655559,0
20,37,54.95406591,0
3,9,58.3986013,0
16,29,60.91065902,0
21,37,47.33240149,0
11,9,45.54974087,0
1,9,45.04775519,0
12,41,41.16116018,0
12,38,38.40462319,0
11,34,38.62374353,0
23,34,41.88875758,0
1,5,54.51204967,0
8,8,49.40039856,0
10,25,46.87020086,0
8,19,64.06758851,0
14,21,36.40331775,0
21,29,49.50781665,0
14,48,64.79397046,1
2,18,62.12319013,1
48,3,63.8665196,1
4,16,47.83949256,1
3,25,38.40802103,1
16,47,62.28650955,1
5,19,58.6298162,1
3,18,57.36334288,1
15,45,60.93412813,1
5,29,40.77396592,1
15,40,55.71262043,1
2,19,52.89669021,1
49,7,58.44840778,1
13,33,57.5929688,1
31,15,64.4517609,1
44,6,48.76400191,1
0,26,43.44180597,1
18,44,40.87885768,1
36,12,36.64489815,1
37,12,38.33821095,1
37,18,51.14671974,1
37,13,41.68226663,1
0,38,41.12708974,1
1,29,39.81936486,1
14,40,39.38884807,1
17,44,63.56837786,1
31,13,45.8934274,1
23,10,39.91374306,1
17,35,43.25342339,1
13,35,44.09168174,1
47,27,58.76139914,2
29,28,48.50865344,2
33,47,59.37576043,2
14,4,64.74853094,2
4,1,35.82814756,2
28,44,59.68436389,2
40,29,63.05172666,2
40,31,57.12008594,2
33,28,57.01992312,2
45,50,57.24475908,2
40,32,55.38231616,2
5,3,54.13000914,2
29,31,50.35807729,2
36,32,52.84858044,2
28,46,49.44122897,2
38,47,35.5552718,2
16,50,39.51931013,2
36,50,47.14949021,2
21,48,41.48920914,2
20,2,39.31626881,2
18,6,64.1795134,2
9,4,54.0265882,2
3,4,36.90684143,2
26,48,49.9985406,2
10,4,64.52218421,2
48,26,36.88169378,2
15,4,61.34791216,2
46,27,38.17991123,2
25,5,37.73044496,2
33,32,35.44113109,2
50,45,64.49005705,3
28,5,59.78619507,3
26,18,39.8339645,3
30,35,50.13812647,3
48,41,61.3949773,3
17,21,59.05896036,3
45,12,64.50983467,3
27,6,38.4723184,3
32,41,63.7118043,3
43,40,52.20518124,3
27,5,36.7394839,3
43,11,40.55434782,3
11,15,36.67499817,3
41,12,55.90292767,3
36,36,45.9622578,3
12,11,38.79808279,3
12,10,61.57329114,3
14,11,47.63820126,3
37,37,50.75214489,3
50,40,44.36102572,3
49,39,43.1260208,3
32,38,56.32473588,3
47,30,61.0137363,3
46,34,44.36408371,3
47,35,43.94928406,3
17,15,52.23919855,3
41,34,55.9303441,3
15,19,41.79763764,3
18,18,38.48596722,3
27,18,44.4066236,3
29,1,63.87700034,4
1,43,47.39904077,4
45,30,58.83768219,4
50,12,49.04859791,4
50,31,50.56612579,4
3,35,64.6667857,4
50,29,53.17296019,4
4,44,42.61411328,4
33,5,56.91378259,4
44,29,57.03641574,4
25,16,63.73606908,4
7,29,52.8837846,4
5,35,44.58706876,4
47,19,40.4929237,4
26,31,62.88141752,4
50,18,36.13312321,4
32,8,56.03098521,4
41,2,47.48157843,4
24,29,54.907644,4
42,28,40.61631674,4
4,40,36.37710418,4
24,19,64.44382811,4
4,38,39.14559958,4
34,1,37.82715244,4
37,3,38.76288176,4
44,18,63.12038188,4
8,33,49.04355789,4
32,4,36.98224478,4
31,19,40.60892953,4
24,26,38.69040639,4
