"(33, 11)",66.45865072,0
"(47, 40)",71.42208448,0
"(22, 17)",66.78438663,0
"(46, 38)",73.40226925,0
"(18, 15)",57.15314373,0
"(46, 42)",66.07952654,0
"(19, 3)",70.34144168,0
"(47, 50)",70.41480105,0
"(20, 3)",67.12368936,0
"(25, 5)",55.93567156,0
"(17, 11)",62.14055349,0
"(22, 14)",42.32972013,0
"(20, 14)",45.14508246,0
"(19, 12)",53.03976583,0
"(50, 49)",38.24420236,0
"(33, 0)",39.13247939,0
"(19, 4)",52.43116675,0
"(16, 3)",33.61818802,0
"(32, 9)",32.56142196,0
"(34, 8)",41.23924682,0
"(49, 44)",39.82123377,0
"(27, 3)",57.11814462,0
"(42, 47)",26.65336877,0
"(48, 50)",35.97663002,0
"(37, 23)",51.94608562,0
"(37, 47)",26.27681146,0
"(23, 1)",37.23961036,0
"(38, 24)",50.53984719,0
"(28, 3)",29.90737428,0
"(33, 7)",39.45690812,0
"(22, 10)",72.88165705,1
"(24, 18)",38.3766668,1
"(24, 22)",66.13020717,1
"(27, 13)",72.11411933,1
"(24, 24)",52.07076394,1
"(50, 3)",60.5787997,1
"(48, 4)",58.90934923,1
"(18, 28)",55.75694271,1
"(21, 27)",38.69411298,1
"(43, 14)",59.68412189,1
"(5, 13)",57.19809379,1
"(26, 30)",62.0133643,1
"(30, 12)",66.05341632,1
"(31, 18)",38.85647001,1
"(26, 27)",56.65609954,1
"(21, 11)",47.29043731,1
"(4, 3)",45.9393011,1
"(45, 1)",59.63813712,1
"(4, 5)",43.28587772,1
"(47, 6)",41.78571625,1
"(28, 15)",37.81128037,1
"(5, 15)",52.08494864,1
"(5, 9)",38.37311881,1
"(30, 16)",49.93687743,1
"(27, 22)",29.92408755,1
"(47, 16)",31.4973607,1
"(39, 14)",49.16852893,1
"(20, 11)",40.20336825,1
"(23, 10)",29.34726889,1
"(31, 15)",39.85726456,1
"(19, 33)",66.97873982,2
"(38, 18)",69.53106382,2
"(10, 47)",70.68631843,2
"(0, 16)",48.15325636,2
"(50, 35)",54.25835415,2
"(29, 7)",60.8375359,2
"(18, 33)",64.25056806,2
"(23, 48)",57.77286486,2
"(30, 2)",60.7690834,2
"(39, 19)",64.25603513,2
"(29, 30)",62.33504063,2
"(38, 22)",59.91115918,2
"(7, 25)",38.50460131,2
"(21, 48)",71.35472201,2
"(44, 33)",51.84271486,2
"(9, 23)",29.43663895,2
"(43, 32)",46.63929091,2
"(1, 18)",45.25994244,2
"(9, 48)",41.7880369,2
"(21, 50)",38.71047582,2
"(42, 34)",43.0013272,2
"(38, 21)",33.56390131,2
"(9, 50)",38.5524821,2
"(1, 24)",54.40644245,2
"(15, 50)",47.17876571,2
"(18, 32)",32.63123071,2
"(30, 31)",33.30314048,2
"(30, 4)",29.51140333,2
"(37, 28)",60.40913294,2
"(37, 6)",30.41692196,2
"(9, 37)",63.19785578,3
"(25, 40)",67.70113184,3
"(21, 42)",65.6434655,3
"(11, 38)",74.82543524,3
"(24, 30)",76.1538049,3
"(16, 38)",65.00367928,3
"(24, 36)",63.12900053,3
"(13, 28)",56.14106998,3
"(28, 37)",55.74063546,3
"(41, 36)",60.96696147,3
"(18, 37)",70.21473166,3
"(30, 37)",61.05026554,3
"(31, 41)",68.6532457,3
"(44, 27)",28.73871494,3
"(19, 40)",60.03957103,3
"(34, 47)",53.97543253,3
"(19, 38)",46.4333204,3
"(43, 39)",30.57764452,3
"(39, 43)",39.37298309,3
"(42, 40)",41.46231813,3
"(39, 35)",26.81272998,3
"(10, 27)",26.19979919,3
"(40, 39)",40.72933179,3
"(13, 27)",37.28002017,3
"(26, 37)",33.96614241,3
"(45, 24)",31.97506792,3
"(34, 50)",41.71675352,3
"(21, 37)",53.84443114,3
"(36, 41)",29.1671214,3
"(37, 35)",29.26065385,3
"(33, 24)",74.26615041,4
"(30, 25)",63.13649746,4
"(0, 34)",74.53947279,4
"(5, 37)",68.63304898,4
"(15, 4)",70.02856894,4
"(2, 12)",75.8473443,4
"(12, 5)",74.15296092,4
"(22, 46)",62.43058175,4
"(3, 7)",58.40033018,4
"(15, 44)",53.08761347,4
"(29, 22)",56.03511409,4
"(3, 9)",53.27408283,4
"(11, 10)",63.87594515,4
"(28, 23)",38.72179636,4
"(15, 46)",63.30973309,4
"(21, 29)",45.33453242,4
"(21, 44)",46.65642768,4
"(20, 34)",44.9319234,4
"(9, 44)",44.14228862,4
"(16, 41)",34.78697213,4
"(8, 3)",31.03872389,4
"(10, 39)",46.25506287,4
"(4, 33)",38.13617191,4
"(11, 4)",44.75870431,4
"(8, 6)",30.48448777,4
"(4, 0)",29.86780761,4
"(2, 50)",29.93133051,4
"(16, 48)",29.83002147,4
"(4, 38)",28.04976611,4
"(2, 8)",27.78076375,4
